age,age_pm,age_high,age_low,site_lat,site_lon,model_lat,model_lon,plate,nn,k,dec,inc,model_vgp_lat,model_vgp_lon,site,site_ID,location,psv10_location,reference,magic_method_code
2.50E+00,999,2.80E+00,2.20E+00,46.2017,25.746983,45.9286889,25.07286069,EU,6,150,358.9,60.4,85.4,215.3,HS9,1712,South Harghita Mountains,Romania,Panaiotu12,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.892283,25.311933,45.79366302,25.07034461,EU,6,295,152.5,-61.7,-70.2,116.5,CO,1713,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,46.0621,25.409,45.96362843,25.16670093,EU,5,132,357.2,49.2,74,214,PN14,1714,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.989433,25.339733,45.89085538,25.09778797,EU,5,115,23.8,61,72.5,119.2,PN17,1715,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.980167,25.311017,45.8815454,25.06915241,EU,6,91,17,64.1,78.2,109.2,PN18,1716,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.979417,25.31125,45.88079576,25.06938737,EU,6,177,31.9,64.5,68,102.2,PN19,1717,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.97885,25.312667,45.88023093,25.07080364,EU,6,94,15.5,62.5,78.8,120,PN20,1718,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.981683,25.351,45.88312267,25.1090595,EU,6,54,10.7,60.2,80.9,142.9,PN21,1719,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.955717,25.352685,45.85715931,25.11082375,EU,5,63,10.9,51.7,74.1,169.5,PN22,1720,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
1.06E+00,0.01,999,999,45.957719,25.35309,45.89917702,25.20922332,EU,7,234,19.4,62.7,76.2,115.8,PN23,1721,Persani Mountains,Romania,Panaiotu13,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.959667,25.352167,45.86110851,25.11029416,EU,6,286,7.3,72.1,77.9,44.2,PN24,1722,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.95495,25.351317,45.85639022,25.10946061,EU,5,92,350.6,74.5,73.9,8.5,PN27,1723,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.956183,25.352525,45.85762507,25.11066256,EU,6,401,6.9,75.7,72.4,35.5,PN28,1724,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.944165,25.387688,45.84566102,25.14580118,EU,8,109,9.9,71,78.6,54.6,PN30,1725,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.943867,25.387241,45.84536233,25.14535592,EU,7,487,10.2,72.4,76.7,49.5,PN31,1726,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
6.84E-01,2.10E-02,999,999,46.018267,25.409251,45.94346288,25.22514148,EU,6,571,346.4,64.5,80.6,302.6,PN34,1727,Persani Mountains,Romania,Panaiotu13,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.14E+00,4.10E-02,999,999,45.890317,25.3026,45.76509803,24.99620613,EU,5,254,168.1,-69,-79.7,160.2,PN35,1728,Persani Mountains,Romania,Panaiotu13,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.94505,25.365533,45.84651204,25.1236827,EU,8,173,341.1,69.8,75.6,334.7,PN36,1729,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,45.963367,25.344033,45.86479603,25.1021629,EU,5,153,335.2,64.2,72.8,304.4,PN45,1730,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
6.83E-01,2.80E-02,999,999,45.94384,25.387854,45.86912057,25.20422154,EU,6,1585,13.6,74.2,73.3,49,PVA,1731,Persani Mountains,Romania,Panaiotu13,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E-01,999,1.20E+00,6.00E-01,46.001796,25.354147,45.90324044,25.11213714,EU,6,140,168.1,-57.1,-77.9,76.5,TZ,1732,Persani Mountains,Romania,Panaiotu13,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
5.60E-01,7.00E-02,999,999,19.58333333,258.4666667,19.62487748,258.5153735,NA,8,190,173.8,-28.3,-82.5,311.9,VAL1,1733,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.67E+00,999,2.78E+00,5.60E-01,19.83333333,258.8666667,19.95467174,259.014122,NA,8,824,21.4,19.3,67.1,11.8,VAL11,1734,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,LP-DC5:LP-DIR-AF:LP-DIR-T
5.80E-01,9.00E-02,999,999,19.13333333,257.4666667,19.17832389,257.515854,NA,7,66,352.6,25.4,80.8,129.3,VAL12,1735,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.60E+00,1.00E-01,999,999,19.98333333,257.5333333,20.18363887,257.763201,NA,8,236,357.7,33.2,87,124.6,VAL13,1736,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.78E+00,7.00E-02,999,999,20.5,259.1,20.69927581,259.3534341,NA,8,382,354.5,-5.9,65.7,92.8,VAL2,1737,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-NO:LP-DC5:LP-DIR-AF:LP-DIR-T
2.78E+00,8.00E-02,999,999,20.5,259.1,20.69927581,259.3534341,NA,7,137,351.6,-5.7,65,99.6,VAL3,1738,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-NO:LP-DC5:LP-DIR-AF:LP-DIR-T
2.35E+00,2.50E-01,999,999,20.41666667,259.1166667,20.58514597,259.3299932,NA,8,582,352.6,31.2,82.1,142.5,VAL4,1739,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.35E+00,2.50E-01,999,999,20.41666667,259.1166667,20.58514597,259.3299932,NA,6,112,343.5,33.7,74.3,164.3,VAL5,1740,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.35E+00,2.50E-01,999,999,20.41666667,259.1166667,20.58514597,259.3299932,NA,5,275,348.1,26.2,76.8,140.5,VAL6,1741,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.67E+00,999,2.78E+00,5.60E-01,20.43333333,259.05,20.55361679,259.2014728,NA,8,191,177.2,-33.9,-86.7,312.8,VAL7,1742,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,LP-DC5:LP-DIR-AF:LP-DIR-T
1.67E+00,999,2.78E+00,5.60E-01,20.28333333,258.8333333,20.40485316,258.9836675,NA,5,62,351.5,37.5,82,174.7,VAL9,1743,Michoacan-Guanajuato Volcanic Field,Mexico,Pena11,LP-DC5:LP-DIR-AF:LP-DIR-T
8.10E-01,1.00E-02,999,999,18.949,-101.719,19.00957397,258.3494578,NA,9,178,171.7,-31.2,-81.8,334.3,JO-07,1744,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
3.00E-02,3.00E-02,999,999,19.001,-101.704,19.00324531,258.2985378,NA,4,589,354.5,31.7,84.5,149.8,JO-12,1745,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.95E+00,4.00E-02,999,999,18.989,-101.813,19.20963988,258.4376644,NA,7,176,358,25.2,83.7,96.6,JO-13,1746,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
9.30E-01,1.20E-01,999,999,18.935,-101.772,19.00469917,258.3065464,NA,7,246,166.6,-29.2,-76.8,335.5,JO-15,1747,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.90E+00,1.30E-01,999,999,18.943,-101.787,19.1596677,258.4589182,NA,5,141,347.3,24.8,76.3,143.6,JO-16,1748,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
1.03E+00,2.00E-02,999,999,19.006,-101.831,19.08338455,258.2562593,NA,7,81,178.1,-31.4,-87.2,299.1,JO-17,1749,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.74E+00,2.00E-02,999,999,19.033,-101.812,19.23800496,258.4211873,NA,9,928,357.3,36.2,87.3,187.6,JO-19,1750,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
6.00E-02,2.00E-02,999,999,19.041,-101.59,19.04546714,258.4150881,NA,7,58,1.8,38.6,86.8,290,Tac-02,1751,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
3.80E-01,1.00E-02,999,999,19.094,-101.561,19.12223693,258.4713258,NA,8,129,352.5,42.3,81.2,207.3,Tac-03A,1752,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
3.80E-01,1.00E-02,999,999,19.094,-101.561,19.12223693,258.4713258,NA,8,298,353.8,52.5,75,238,Tac-03B,1753,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
5.00E-02,1.50E-01,999,999,19.07,-101.541,19.07371437,258.4632466,NA,8,81,348.9,24.8,77.7,140.5,Tac-04,1754,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
5.90E-01,4.40E-01,999,999,19.121,-101.531,19.16476347,258.5192785,NA,8,917,352.6,43.1,81,210.6,Tac-05,1755,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.50E-03,999,5.00E-03,0.00E+00,19.206,-101.476,19.20618518,258.5242137,NA,8,146,334.4,23.4,64.4,156.5,Tac-06,1756,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
1.70E+00,2.00E-02,999,999,19.097,-101.501,19.22265162,258.6440393,NA,8,82,348.2,37.8,78.8,180.8,Tac-07,1757,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
1.64E+00,4.00E-02,999,999,19.122,-101.478,19.24310247,258.6620773,NA,8,591,355.1,38.2,84.9,195.4,Tac-08,1758,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
3.20E-01,2.00E-02,999,999,19.125,-101.478,19.14869101,258.5492683,NA,8,375,354.8,34.6,85.1,168,Tac-09,1759,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
6.00E-01,5.00E-02,999,999,19.11,-101.429,19.15429643,258.6221337,NA,7,76,354.3,29.2,83.5,136.4,Tac-10,1760,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
1.74E+00,1.10E-01,999,999,19.12,-101.424,19.24814201,258.7246741,NA,6,54,174.7,-16.7,-78.1,285.1,Tac-11,1761,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
1.74E+00,1.10E-01,999,999,19.147,-101.443,19.27525391,258.7058389,NA,8,118,170.8,-42.3,-80,21.6,Tac-12,1762,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
9.60E-01,7.00E-02,999,999,19.168,-101.572,19.23929033,258.5100203,NA,8,81,357.6,37.6,87.1,207.8,Tac-13,1763,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
7.30E-01,2.00E-02,999,999,19.211,-101.582,19.26525937,258.4804589,NA,6,254,351.6,21.2,78.4,124,Tac-15,1764,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
5.00E-02,4.00E-02,999,999,19.228,-101.574,19.23171997,258.430276,NA,8,52,346.3,34.9,77.1,170.7,Tac-17,1765,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.20E-01,4.00E-02,999,999,19.224,-101.559,19.24035125,258.4598184,NA,8,156,352.7,25.1,80.7,128.7,Tac-18,1766,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
4.18E+00,8.00E-02,999,999,19.223,-101.407,19.52909327,258.9534593,NA,8,172,192.5,-35,-78.2,168,Tac-19,1767,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
1.81E+00,3.00E-02,999,999,19.21,-101.42,19.34325218,258.7353001,NA,6,68,169.5,-28.3,-79.1,327.3,Tac-20,1768,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.68E+00,3.00E-02,999,999,19.215,-101.457,19.41229777,258.7733275,NA,8,244,351.3,43.2,80.1,205.8,Tac-21,1769,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
6.00E-02,5.00E-02,999,999,19.212,-101.458,19.21644024,258.5471307,NA,8,94,353.3,46.4,79.5,223.9,Tac-23,1770,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
6.20E-01,3.00E-02,999,999,19.24,-101.455,19.28582565,258.5981401,NA,8,198,349.4,44.8,77.9,206.7,Tac-24,1771,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
5.10E-01,4.00E-02,999,999,19.004,-101.378,19.04157037,258.665262,NA,8,58,346.3,22.9,75,142.3,Tac-25,1772,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
2.68E+00,3.00E-02,999,999,19.028,-101.424,19.22500557,258.8044532,NA,8,315,349.8,36.6,80.3,177.3,Tac-26,1773,Tacambaro,Mexico,Pena14,LP-DC5:LP-DIR-T:LP-DIR-AF
8.50E-02,1.90E-02,999,999,21.026,255.606,21.03312922,255.613731,NA,9,130,350.1,55.8,72.4,228.3,CB01,1774,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.21E-01,1.50E-02,999,999,21.027,255.62,21.07063922,255.667435,NA,6,56,25.3,58.1,62,300.9,CB02,1775,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.03E-01,1.50E-02,999,999,21.034,255.642,21.06773317,255.6786985,NA,7,84,11.5,41.4,79,329.2,CB03,1776,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
6.14E-01,1.60E-02,999,999,21.071,219.354,21.18172252,219.389562,NA,6,64,179.4,-42.3,-86.7,29.9,CB04,1777,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.64E-01,5.20E-02,999,999,21.149,255.372,21.17134066,255.3961096,NA,6,75,325.4,31.8,57.2,164.6,CB05,1778,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.20E-01,2.50E-02,999,999,21.198,255.221,21.24224472,255.268566,NA,8,696,8.4,11.3,72.5,46.4,CB06,1779,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.15E-01,2.60E-02,999,999,21.042,255.241,21.06028922,255.2605289,NA,7,197,30.6,59.2,57.8,302.3,CB08,1780,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
8.19E-01,2.50E-02,999,999,21.135,255.183,21.20475179,255.257748,NA,8,216,332.4,-64.1,18.4,95.1,CB10,1781,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.70E-02,7.00E-03,999,999,21.163,255.25,21.16529674,255.2524641,NA,12,253,355.3,40,85.4,186.2,CB14,1782,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.11E-01,2.20E-02,999,999,21.194,255.425,21.20337626,255.4351562,NA,7,96,11.6,41.9,78.9,327.8,CB15,1783,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.70E-02,5.00E-02,999,999,21.208,255.412,21.21281777,255.4172174,NA,8,149,358.2,30.2,84.7,94.6,CB16,1784,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.00E-03,3.10E-02,999,999,21.208,255.439,21.20816888,255.4391831,NA,6,68,358.2,44.8,84.5,238.2,CB17,1785,Mexico,Mexico,Petronille05,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.00E+00,999,2.00E+00,0.00E+00,-35.5,291.4,-35.51052735,291.3985731,SA,8,256.4,216.1,61.5,-61.3,226.7,CN01,1786,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-35.5,291.4,-35.51052735,291.3985731,SA,6,140.2,190.4,53.8,-81.4,196.2,CN02,1787,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-35.5,291.5,-35.51054621,291.4985862,SA,10,248.8,173.4,57.3,-84.2,355.7,CN05,1788,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.32E+00,1.90E-02,999,999,-35.5,291.5,-35.59307861,291.4874112,SA,7,391.8,179.8,60,-84.7,293.1,CN07,1789,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR-C:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-35.6,291.5,-35.61054621,291.4985578,SA,6,383.2,171.7,55.8,-83.3,13.3,CN08,1790,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-35.6,291.5,-35.61054621,291.4985578,SA,7,108.4,168.4,54.4,-80.5,22.6,CN09,1791,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.32E+00,1.90E-02,999,999,-35.5,291.5,-35.59279744,291.4874496,SA,7,232.6,177.8,56.5,-87.7,341.1,CN10,1792,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR-C:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.02E+00,1.50E-02,999,999,-35.5,291.4,-35.57172098,291.3902151,SA,7,256.4,344.4,-51.2,76.5,212.8,CN11,1793,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR-C:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-35.3,291.7,-35.31058384,291.6986691,SA,5,573.2,180.8,34.6,-73.6,114.4,CN38,1794,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
9.44E-01,1.60E-02,999,999,-35.2,291.7,-35.26660354,291.6917489,SA,6,192.1,181.5,50.4,-85.7,129.1,CN42,1795,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR-C:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.4,290.3,-36.49628531,290.2827569,SA,8,101.4,0.6,-47.3,82,294.1,PN15,1796,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
2.33E-01,1.10E-02,999,999,-36.4,290.3,-36.41602677,290.2971503,SA,6,149.7,4.6,-62.3,82,85.6,PN16,1797,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.4,290.6,-36.49682267,290.5831298,SA,6,221,343.1,-42.3,71.2,235.5,PN22,1798,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
2.60E-02,2.00E-03,999,999,-36.4,290.6,-36.40179841,290.5996893,SA,7,95.8,331.4,-36.9,60.5,225.2,PN23,1799,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.5,290.6,-36.59682242,290.5828533,SA,5,391.7,8.1,-50.9,81.7,346.4,PN24,1800,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
9.00E-03,6.00E-03,999,999,-36.5,290.6,-36.50062253,290.5998907,SA,5,56.9,348.7,-65.7,75.9,143.2,PN25,1801,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
2.85E-01,5.00E-03,999,999,-36.5,290.6,-36.51971276,290.5965329,SA,6,1398.5,354.2,-62.5,81.4,139.9,PN26,1802,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.5,290.4,-36.59646448,290.3826035,SA,8,96,12.7,-62,78.2,58.8,PY12,1803,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.5,290.4,-36.59646448,290.3826035,SA,8,158.3,2.5,-55.8,88,14.7,PY14,1804,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.5,290.4,-36.59646448,290.3826035,SA,6,226.2,17.2,-64.3,74,62.3,PY15,1805,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.5,290.4,-36.59646448,290.3826035,SA,7,384,16.1,-63.6,75.1,60.9,PY16,1806,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.5,290.6,-36.59682242,290.5828533,SA,6,245.5,3.1,-54.6,87.1,351.7,PY19,1807,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.4,290.6,-36.49682267,290.5831298,SA,5,94.8,350.2,-64.3,77.9,144.9,PY20,1808,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.72E+00,2.50E-02,999,999,-36.2,290.6,-36.28133341,290.5863109,SA,7,86.7,165.4,59.8,-77.8,355.3,PY21,1809,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR-C:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.18,290.6,-36.27682321,290.5837355,SA,5,180,170.5,58.6,-81.9,355.5,PY22,1810,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.00E+00,999,2.00E+00,0.00E+00,-36.35,290.7,-36.44700132,290.6833923,SA,7,74.8,352.1,-59.8,82.5,163.8,PY26,1811,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.50E-02,1.00E-03,999,999,-36.35,290.7,-36.35103946,290.6998236,SA,8,65.6,344.8,-29.3,65.3,253.5,PY27,1812,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
2.80E-02,5.00E-03,999,999,-36.35,290.7,-36.35194032,290.6996707,SA,5,869.5,4.2,-49.5,83,322.2,PY28,1813,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
1.68E-01,4.00E-03,999,999,-36.35,290.8,-36.36166309,290.7980372,SA,7,178.5,330.3,-69,63.7,153.7,PY29,1814,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
7.00E-03,1.00E-03,999,999,-36.35,290.8,-36.35048597,290.7999183,SA,7,113.9,6.9,-12.2,59.2,304.3,PY32,1815,Andean Southern Volcanic Zone,Argentina,Quidelleru09,FS-FD:GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:SO-SM
7.30E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10023914,55.4557611,SM,5,376.4,347.9,-36.4,78.6,327.7,RE04bis,1816,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
7.84E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10099667,55.45470787,SM,6,51,349.8,-47.6,78,284,RE09bis,1817,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
7.91E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10109487,55.45457134,SM,4,122,354.5,-43.7,83.3,283.1,RE10,1818,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
