age,age_pm,age_high,age_low,site_lat,site_lon,model_lat,model_lon,plate,nn,k,dec,inc,model_vgp_lat,model_vgp_lon,site,site_ID,location,psv10_location,reference,magic_method_code
8.05E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10129128,55.45429829,SM,4,83.2,344.8,-36.4,75.8,326.2,RE12bis,1819,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.13E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10140351,55.45414225,SM,5,179.8,354.3,-32.2,83.5,358.4,RE13,1820,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.19E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10148768,55.45402523,SM,4,140.1,342.7,-38.9,73.9,319.2,RE14,1821,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.20E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10150171,55.45400573,SM,4,157,339,-35.7,70.3,325.6,RE15,1822,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.50E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10192257,55.45342061,SM,4,97.8,347.4,-52.3,73.7,276.3,RE20,1823,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.60E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10206286,55.45322557,SM,4,231.1,330.2,-51.7,61.2,296.2,RE22,1824,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.73E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10224524,55.45297202,SM,5,79.3,349.2,-36.8,79.9,326.9,RE23,1825,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.75E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.1022733,55.45293301,SM,4,120.8,341.2,-30.7,71.6,336.7,RE24,1826,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.80E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10234345,55.45283549,SM,4,558.2,0.8,-19,78.6,59.5,RE25,1827,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
8.85E-02,3.50E-03,999,999,-21.09,55.47,-21.10241359,55.45273797,SM,7,52,0.5,-15.8,76.9,57.6,RE26,1828,Reunion,Reunion Island,Rais96,GM-KAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.07E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10272224,55.45230889,SM,5,254.3,350.4,-35,80.8,335.1,RE27,1829,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.20E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10290462,55.45205534,SM,5,111.8,345.3,-36.9,76.3,325,RE28,1830,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.40E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10318521,55.45166526,SM,5,58.8,345.1,-44.2,75.5,303.1,RE29,1831,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.64E-02,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10352191,55.45119717,SM,4,134.4,352.6,-34.1,82.6,343.2,RE31,1832,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.02E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10430758,55.45010498,SM,7,82.2,349.9,-37.2,80.6,325.6,RE33,1833,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.03E-01,4.00E-03,999,999,-21.09,55.47,-21.10444788,55.44990994,SM,4,59.6,344.1,-46,74.2,298.9,RE34,1834,Reunion,Reunion Island,Rais96,GM-KAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.04E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10462326,55.44966615,SM,4,124.2,14.4,-39.6,76.6,153.9,RE36,1835,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.05E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10465833,55.44961739,SM,4,246.8,15.7,-36.3,75.3,144.6,RE37,1836,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.05E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10469341,55.44956863,SM,4,167.6,9.2,-44.4,80.2,177.8,RE38,1837,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.07E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10493894,55.44922732,SM,4,104.7,353.8,-44.8,82.2,281.2,RE42,1838,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.07E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10505118,55.4490713,SM,4,138.2,341.3,-44.8,72.1,304.6,RE43,1839,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.08E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10513536,55.44895428,SM,4,53.6,347.4,-44.7,77.3,298.6,RE44,1840,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.08E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10519148,55.44887626,SM,4,148.4,7,-45.8,81.2,190.5,RE45,1841,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.09E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10528969,55.44873974,SM,4,177.8,351.6,-47.3,79.4,279.8,RE46,1842,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.10E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10535984,55.44864222,SM,4,76,10.8,-51.9,75.1,197.6,RE47,1843,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.10E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10543,55.44854471,SM,4,349.1,0.9,-45.4,84.2,227.5,RE48,1844,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.11E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.1055703,55.44834967,SM,4,184.4,16.1,-48.5,73.2,178.6,RE49,1845,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.13E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10583688,55.44797911,SM,8,95.3,4.5,-37.5,85.8,144.7,RE52,1846,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.16E-01,1.00E-02,999,999,-21.09,55.47,-21.10627183,55.44737452,SM,5,113.5,359.9,-2,69.9,55.2,RE55,1847,Reunion,Reunion Island,Rais96,GM-KAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.17E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10634198,55.447277,SM,4,77.7,357.4,-14.6,76.1,44.7,RE56,1848,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.17E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10646826,55.44710148,SM,6,72.4,10.3,-17.1,74.1,95.8,RE57,1849,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.20E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10679097,55.44665291,SM,6,257.3,10.2,-50.4,76.4,195.2,RE59,1850,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.22E-01,6.00E-03,999,999,-21.09,55.47,-21.10711368,55.44620434,SM,4,188.7,9,-50.7,76.9,199.3,RE60,1851,Reunion,Reunion Island,Rais96,GM-KAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.25E-01,999,1.30E-01,7.00E-02,-21.09,55.47,-21.10754865,55.44559975,SM,6,226.1,10.2,-31.1,79.4,123,RE62,1852,Reunion,Reunion Island,Rais96,GM-CC-STRAT:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
1.31E-01,5.50E-03,999,999,-21.09,55.47,-21.10830635,55.4445466,SM,6,226.1,10.2,-31.1,79.4,123,RE64bis,1853,Reunion,Reunion Island,Rais96,GM-KAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.38E+00,1.70E-01,999,999,44.98,4.1,43.68324025,2.074066267,EU,5,349,333.3,63.1,70.9,284.1,Bournac 1-Lava flow,1854,France,France,Riisager00,GM-ARAR:LP-DC5:LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.70E+00,1.00E+00,999,999,44.98,4.1,43.63872006,2.006084117,EU,5,153,174.3,37.4,-25.2,7.9,Bournac 2,1855,France,France,Riisager00,GM-KAR:LP-DC5:LP-DIR
9.00E+00,999,1.00E+01,8.00E+00,44.97,4.07,43.72585589,2.125671106,EU,10,109,352.4,58.9,83,239,Crouzet,1856,France,France,Riisager00,GM-CC-STRAT:LP-DC5:LP-DIR
7.95E+00,1.50E-01,999,999,45.04,4.18,43.94251491,2.456454857,EU,11,165,347.8,53.4,76.3,230,Faurie,1857,France,France,Riisager00,GM-KAR:LP-DC5:LP-DIR
9.20E+00,1.00E-01,999,999,44.93,4.02,43.65765374,2.034821278,EU,6,587,14.8,56.7,77.1,116.6,Monastier,1858,France,France,Riisager00,GM-ARAR:LP-DC5:LP-DIR
9.00E+00,999,1.00E+01,8.00E+00,44.95,4.28,43.70747142,2.331553128,EU,4,262,10.3,64.5,82.3,68.8,St. Clement 1,1859,France,France,Riisager00,GM-CC-STRAT:LP-DC5:LP-DIR:LP-PI-ALT-PTRM:LP-PI-TRM-II
9.00E+00,999,1.00E+01,8.00E+00,44.95,4.28,43.70747142,2.331553128,EU,4,296,208.7,-55.1,-66.6,282.7,St. Clement 5,1860,France,France,Riisager00,GM-CC-STRAT:LP-DC5:LP-DIR
9.00E+00,999,1.00E+01,8.00E+00,45.08,4.15,43.83646245,2.2023316,EU,4,374,352.9,49.1,75.1,206.7,Vestias,1861,France,France,Riisager00,GM-CC-STRAT:LP-DC5:LP-DIR
5.09E-03,999,999,999,-37.3795,-71.3714,-37.37983907,288.6285202,SA,49,337.4527464,14.62314841,-34.55045973,67.6,327.4,10CL02:10CL12:11CL53:11CL54,1862,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF
5.09E-03,999,999,999,-37.392295,-71.40993,-37.39263381,288.5899899,SA,39,573.3767471,13.10985209,-46.05361882,75.1,340.3,10CL03:10CL04:10CL05:10CL13,1863,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF
1.76E-04,999,999,999,-41.15643,-72.543051,-41.15644145,287.4569446,SA,100,714.4171621,18.11815874,-50.65505886,72.5,349.3,10CL28:10CL32:11CL78:11CL83:10CL29:10CL30:10CL31:11CL87:11CL82:11CL81,1864,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF
5.75E-04,999,999,999,-39.367887,-71.956261,-39.36792486,288.0437272,SA,123,435.9036213,349.7823295,-61.1828038,81.7,174.2,10CL44:10CL46:10CL47:11CL70:11CL71:11CL72:11CL75:11CL76:95VR20:95VR21,1865,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF
2.24E-04,999,999,999,-39.359265,-71.96591,-39.35927975,288.0340854,SA,51,811.0890905,16.88084498,-45.4350617,71.2,341.6,11CL73:11CL74:10CL43:10CL45,1866,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF
2.60E-04,999,999,999,-38.80816625,-71.6444025,-38.80818347,288.3555926,SA,89,569.4684778,10.07789403,-54.65045222,81.2,357.2,10CL14:10CL15:10CL16:10CL17:10CL18:10CL19:10CL24:11CL58,1867,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF:LP-DC4:LP-DIR-AF
2.31E-04,999,999,999,-38.77308,-71.69654,-38.77309529,288.3034556,SA,7,204,9.4,-41.4,73,319.1,10CL22,1868,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.75272,-71.65466,-38.75273066,288.345337,SA,9,600,355.1,-63.2,83,138.3,11CL63,1869,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.75272,-71.65466,-38.75273066,288.345337,SA,7,422,349.2,-54.6,80.6,217.8,11CL64,1870,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.75272,-71.65466,-38.75273066,288.345337,SA,8,323,0.9,-61.5,86.1,98.7,11CL65,1871,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.75272,-71.65466,-38.75273066,288.345337,SA,6,667,2.7,-57,87.6,350.6,11CL66,1872,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.70529,-71.6528,-38.70530067,288.347197,SA,9,163,13.9,-51.1,76.7,351.2,12C105,1873,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.70529,-71.6528,-38.70530067,288.347197,SA,8,441,7.1,-59.3,84.3,34.9,12C106,1874,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.70505,-71.65466,-38.70506066,288.345337,SA,8,333,6.8,-54.3,83.3,345,12C107,1875,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.70505,-71.65466,-38.70506066,288.345337,SA,9,237,350.3,-62.3,81.2,161.4,12C108,1876,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
1.61E-04,999,999,999,-38.70505,-71.65466,-38.70506066,288.345337,SA,10,780,347.8,-65.9,77.1,147.3,12C109,1877,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
4.71E-04,999,5.57E-04,3.84E-04,-41.30272,-72.2695,-41.30275078,287.7304881,SA,7,283,3,-54.4,83.2,309,12CL96,1878,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
4.11E-04,999,5.11E-04,3.11E-04,-38.36335,-71.53029,-38.36337729,288.4697026,SA,12,80,358.1,-64.3,82.1,118.2,CL90,1879,Chile,Chile,Roperch15,LP-DC4:LP-DIR-AF
9.40E+00,999,1.03E+01,8.50E+00,20.63,256.91,21.36398226,257.772711,NA,9,260.7,4.5,17.9,77.1,57.5,mcnBAJ,1880,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,21.18,257.64,21.8904292,258.5260327,NA,8,426.3,341.3,42,72.6,179.9,mcnJALO,1881,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.00E+00,999,999,999,20.44,257.16,21.13580608,257.9797862,NA,7,264.6,6.8,32.9,82.8,13.4,mcnLN,1882,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,20.92,257.33,21.64046177,258.2051317,NA,9,197.8,17.8,19.6,69.4,19.5,mcnPEP,1883,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,20.98,257.39,21.69851611,258.2675929,NA,9,246.3,9.8,45.6,79.6,315.4,mcnPEV,1884,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,21.22,257.68,21.92912925,258.5676812,NA,9,170.6,8.6,29,79.6,25.4,mcnSJU,1885,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,21.08,257.51,21.79463387,258.3917874,NA,8,189,291.1,30.6,25.2,177,mcnSMA,1886,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,20.83,257.21,21.55433311,258.0813153,NA,9,126.4,345.2,45.7,75.4,193.5,mcnTEP,1887,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,20.66,256.96,21.39237745,257.8240215,NA,9,358.5,233.9,-17.4,-36.8,172.7,mcrARE,1888,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
7.81E+00,6.00E-01,999,999,19.73,258.84,20.29092855,259.5340337,NA,9,129.6,156.1,-57.8,-62.5,36.1,mcrCAN,1889,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
9.40E+00,999,1.03E+01,8.50E+00,20.75,257.12,21.47724162,257.9880002,NA,8,82.4,177.3,-12.2,-74.5,268.1,mcrFIN,1890,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
1.00E+01,999,1.05E+01,9.50E+00,20.7,258.88,21.41285687,259.8101456,NA,9,267.6,179.5,-43.1,-86.3,72.8,mcrORD,1891,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.16E+00,2.00E-01,999,999,19.97,258.27,20.13116129,258.461443,NA,8,102,19.8,77.6,42.1,269.1,pcnBDI,1892,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.60E+00,1.00E-01,999,999,19.99,257.53,20.19033453,257.7599299,NA,9,112.5,1.2,40.1,87.1,280.4,pcnCAL,1893,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.30E+00,4.00E-01,999,999,19.63,259.52,19.93113869,259.8992857,NA,8,138.9,354.7,22.9,80.5,113.2,pcnELD,1894,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.80E+00,4.00E-01,999,999,20.37,259.21,20.64037038,259.5553025,NA,11,86.2,0.9,36.3,89,18.7,pcnGUA,1895,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.00E+00,3.00E-01,999,999,20.12,257.38,20.35248807,257.6467875,NA,10,52.7,358.4,58.9,70.6,253.9,pcnPAJ,1896,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.40E+00,1.00E-01,999,999,20,259.4,20.23994081,259.7041277,NA,9,117.8,326.8,50.5,58.3,196.8,pcnPSA,1897,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.50E+00,1.00E-01,999,999,20,259.43,20.3163465,259.8333546,NA,6,52.3,356.6,39.6,86.2,204.7,pcnVIR,1898,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.96E+00,999,5.33E+00,2.58E+00,20.62,256.78,20.93742035,257.1429177,NA,9,88.3,9,43,80.8,319.3,pcnZAP,1899,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.25E+00,3.70E-01,999,999,20.32,257.06,20.49704001,257.2611743,NA,7,80.4,160.8,-30.4,-71.3,337.6,pcrCHA,1900,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.90E+00,1.20E-01,999,999,19.88,258.58,20.09299884,258.8367837,NA,9,448.9,187.5,-38.4,-82.8,155.2,pcrHUA,1901,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.96E+00,999,5.33E+00,2.58E+00,20.2,257.67,20.42954323,257.9381247,NA,9,146.1,195.2,-43.2,-75.2,146.5,pcrOCO,1902,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.96E+00,999,5.33E+00,2.58E+00,20.07,258.03,20.37058478,258.3868391,NA,8,184,203.2,-36,-68.2,165.4,pcrPEN,1903,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.80E+00,2.00E-01,999,999,20.1,258.8,20.30358709,259.0505386,NA,9,329.7,198.3,-50.9,-70.1,130.8,pcrSOL,1904,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.33E+00,9.00E-02,999,999,20.33,256.82,20.6728412,257.2083703,NA,9,87.1,199.5,-66.3,-57.9,101.7,pcrTRA,1905,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.96E+00,999,5.33E+00,2.58E+00,20.24,257.61,20.47014969,257.8785005,NA,11,163.6,170.1,-23.6,-77.5,308.8,pcrTRO,1906,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.00E+00,999,999,999,21.63,254.85,21.88779294,255.1301603,NA,9,83.7,180.7,-35.1,-87.4,240.5,pwnPAL,1907,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.00E+00,999,999,999,21.35,254.76,21.60870329,255.036785,NA,8,59.8,351.1,31.3,80.4,137.3,pwnPLA,1908,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
4.00E+00,999,999,999,21.04,255.73,21.37145184,256.0972006,NA,9,160.3,186.5,-41.6,-83.5,141.7,pwrFER,1909,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
4.00E+00,999,999,999,21.05,255.6,21.38318583,255.9670745,NA,10,187.6,187.5,-10.1,-72.2,230.9,pwrJAL,1910,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.36E+00,1.70E-01,999,999,21.4,254.82,21.68889107,255.1309897,NA,7,77.6,8.4,49.1,78.8,295.7,pwrJOL,1911,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.00E+00,999,999,999,21.58,254.81,21.83819338,255.0895148,NA,10,492,166.5,-41.1,-77.4,355.6,pwrLIB,1912,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
6.70E-01,7.00E-02,999,999,19.36,259.68,19.40692202,259.7380706,NA,8,291.3,313,19.4,43.7,165,qcnAHOR,1913,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.50E+00,3.00E-01,999,999,19.29,259.65,19.39501946,259.7797767,NA,8,399.9,357.2,20.9,81,97.6,qcnCOP,1914,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.60E+00,3.00E-01,999,999,19.38,259.66,19.49194073,259.7990139,NA,10,204.7,28.1,42.2,63.5,334,qcnSM,1915,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.15E+00,999,1.60E+00,7.00E-01,19.31,259.65,19.39057438,259.7495223,NA,10,556.8,348,46.5,76.2,209.4,qcnSOM,1916,Trans-Mexican Volcanic Belt,Mexico,RuizMartinez10,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
